SquareFeet,Bedrooms,Bathrooms,Neighborhood_Category,YearBuilt,Price
0.57,0.33,0,1,0.79,189567.9055
0.05,1,0,1,0.93,156810.1105
0.45,1,0.5,0.5,0.18,158907.6791
0.99,0.33,0.5,0.5,0.14,303620.5185
0.37,0.33,1,0.5,0.76,158710.6932
0.05,1,0.5,0.5,0.27,180588.9085
0.8,0.33,1,0.5,0.68,226455.2753
0.75,1,1,0.5,0.55,204602.5224
0.54,0,1,0.5,0.34,264801.7233
0.75,0.67,1,1,0.44,245421.0809
0.8,0.33,0,0.5,0.83,284476.8818
0.33,0.33,0,1,0.97,141086.1875
0.55,1,0,0,0.69,170524.0894
0.52,0.33,0,0.5,0.52,162897.4007
0.19,0,0.5,0.5,0.28,79630.15393
0.09,0.67,1,0,0.9,105300.1382
0.38,0.67,0.5,0,0,224656.9582
0.18,0.33,0,0,0.04,211796.9797
0.44,0,1,0,0.58,145796.1481
0.44,0.67,1,0,0.04,223661.803
0.74,0.67,0.5,1,0.35,243906.0773
0.04,0,0,0,1,61717.39741
0.3,0.67,0.5,0,0.86,204049.2216
0.6,1,1,0.5,0.65,271055.953
0.62,0,0,1,0.87,274863.1338
0.44,0.67,0,1,0.68,202337.3366
0.51,0,0.5,0,0.07,169584.5289
0.73,0.33,0.5,1,0.31,304173.9212
0.07,0.67,0.5,0.5,0.04,119316.9614
0,0.67,0,0,0.85,182939.73
0.78,1,1,0.5,0.35,296540.7349
0.4,1,0,0,0.37,231770.6464
0.98,0.67,0,0,1,342956.2425
0.54,0,0,1,0.3,173981.1308
0.44,0.67,0,0.5,0.52,220411.9825
0.83,1,0.5,1,0.1,329858.3234
0.09,1,0.5,1,0.87,130972.391
0.37,0.67,1,0,0.31,303656.684
0.19,0,0,0.5,0.15,132603.6754
0.72,0.67,0,0.5,0.25,387307.7666
0.23,0.67,1,0.5,0.27,228255.9598
0.56,0,0,1,0.45,274645.4477
0.77,0,0,0.5,0.13,388070.2645
0.72,0,1,0.5,0.99,318261.081
0.89,0.67,1,0,0.27,344451.6456
0.2,0.33,1,0.5,0.07,133234.5982
0.48,0,1,0.5,0.28,208054.9043
0.68,0.67,0,0,0.69,227571.6513
0.87,0.33,1,0,0.46,270538.8697
0.22,1,1,0.5,0.38,256517.8918
0.48,0.33,0.5,0,0.73,185339.2092
0.59,0,0.5,0.5,0.15,261653.8492
0.47,0,1,1,0.8,278071.0766
0.53,0,1,1,0.75,261105.6454
0.38,1,0.5,0,0.9,248393.1083
0.45,0,1,0,0.7,142617.7809
0.04,0,0.5,0,0.18,154353.5127
0.39,0.67,0.5,0,0.51,241832.7186
0.81,0.67,0.5,0.5,0.38,322841.1607
0.87,1,0,0.5,0.97,287373.2464
0.41,0,0.5,0.5,0.08,155879.8767
0.9,0.67,1,0,0.42,246701.3439
0.56,0,1,1,0.04,173168.5701
0.75,0,0.5,0.5,0.37,310117.2186
0.7,0.33,0,1,0.54,133655.5536
0.61,0,1,0.5,0.32,245842.5586
0.64,0.33,0.5,0.5,0.46,219786.522
0.91,0.67,1,0,0,345380.304
0.84,0,0.5,0,0.77,347417.3423
0.63,0.33,1,1,0.55,257710.2026
0.87,0.33,0,1,0.83,274102.8383
0.35,0.67,0,0,0.85,159300.978
0.13,0.33,0,0,0.32,113438.4624
0.42,0,0,1,0.32,206804.4582
0.52,0,1,0,0.79,206356.55
0.53,0.33,1,0.5,0.7,211356.445
0.82,0,0,0.5,1,359086.1776
0.26,0,1,0,0.08,155038.7079
0.53,1,0.5,0,0.89,202439.214
0.92,0.33,0,1,0.76,277853.3565
0.85,0.67,1,0,0.24,392163.9648
0.22,0.67,0.5,0,0.66,143176.142
0.78,0,0.5,0.5,0.96,237766.1629
0.34,0.33,1,0,0.1,84384.9775
0.94,0,0,0,1,332479.2621
0.31,0,0.5,0.5,0.11,243003.5728
0.98,0.33,0,0,0.14,318365.7712
0.44,0.67,1,1,0.1,217021.2755
0.96,1,1,0,0.41,310915.4544
0.82,1,1,1,0.61,267757.844
0.16,0,0,0.5,0.37,179455.032
0.88,1,0,0.5,0.01,273610.2102
0.83,0.67,0.5,0.5,0.32,237119.6195
0.57,0,0.5,0,0.42,254622.2968
0.7,0.33,0,0.5,0.73,265550.8225
0.69,1,1,0,0.82,198253.4531
0.67,0.33,0,1,0.24,268886.9976
0.24,0.67,0.5,0,0.99,251662.1152
0.23,0,1,0,0.23,194798.2773
0.18,0.33,0.5,0,0.7,187339.1987
0.57,0,1,0.5,0.62,220289.8179
0.48,1,0,0,0.85,311750.4733
0.52,0,0.5,0,0,256005.3784
0.97,0.67,1,0.5,0.41,365904.2804
0.16,0,0.5,1,0.38,152915.3443
0.59,0,0,1,0.41,273907.8593
0.87,1,0.5,0,0.49,292472.0985
0.04,0.67,0.5,1,0.31,187355.3819
0.12,0.33,1,1,0.66,164125.958
0.73,0,1,0,0.66,241411.4451
0.28,0,0,1,0.72,254973.8264
0.34,0.33,1,1,0.46,180406.6436
0.84,0.67,1,0.5,0.44,256556.6553
0.32,0.33,0.5,0.5,0.89,309248.6531
0.24,0,0,0,0.51,164581.2626
0.36,0,0,0.5,0.76,186044.3385
0.18,0.67,1,0,0.06,191667.9152
0.91,1,0.5,1,0.04,335837.7133
0.98,0.67,0,1,0.63,289143.1121
0.92,0.33,0,0.5,0.41,190662.0405
0.18,0.67,0.5,0.5,0.13,246894.4544
0.2,0.33,1,1,0.8,157434.3329
0.68,1,1,1,0.11,367716.9297
0.09,1,1,1,0.08,221271.091
0.72,0.33,0.5,1,0.85,376581
0.78,0,0.5,1,0.8,290445.8804
0.73,0.33,0,0,0.28,248513.5463
0.98,0.33,0.5,1,0.87,255350.7209
0.92,0.67,1,0.5,0.21,295196.9171
0.66,1,0,1,0.24,270745.837
0.18,0.67,0.5,0.5,0.69,160857.0689
0.53,0,0.5,0,0.18,187562.7308
0.23,0,0,0.5,0.86,116370.862
0.82,0,1,0,0.3,261300.5147
0.41,0.33,1,0,0.15,191063.3317
0.58,0.67,0.5,0,0.66,302116.9884
0.91,0.33,0,1,0.79,308849.8015
0.96,0,0.5,1,0.83,269243.366
0.07,1,0,1,0.25,193789.0565
0.19,0.67,0.5,1,0.34,159290.9688
0.08,0.33,1,0,0.93,191930.7713
0.9,0.67,0,1,0.39,279402.0586
0.65,0.33,1,0,0.63,301088.4128
0.04,1,1,0.5,0.92,216659.1766
0.08,1,0,1,0.48,190885.9247
0.25,0,0,0.5,0.38,158774.2271
0.91,1,0.5,0,0.89,242115.2081
0.16,0.33,0,1,0.31,279854.1766
0.93,0.33,0.5,1,0.65,232120.2405
0.82,0,0,0.5,0.44,252789.0295
0.36,0,1,0,0.96,289376.1046
0.99,1,0,0,0.62,372208.3987
0.79,1,0,0,0.14,318329.6951
0.93,0.33,0.5,0.5,0.82,260159.2318
0.65,0.33,0.5,0.5,0.79,254662.3823
0.86,0.33,1,0,0.58,288431.6676
0.38,0,0,1,0.86,212601.8803
0.91,0,0.5,1,0.3,229213.7462
0.13,0,0,0,0.23,157706.263
0.24,0.67,1,0.5,0.14,185500.4942
0.23,0.67,0.5,0,0.03,198694.5452
0.22,0,1,0.5,0.8,277406.4922
0.64,1,0.5,0,0.96,193936.2152
0.27,0.67,0,0,0.9,162042.1343
0.56,1,0.5,0,0.63,259762.8791
0.17,0.67,1,1,0.07,263580.2585
0.41,0.33,0.5,1,0.17,194061.067
0.22,0.33,0,0.5,0.13,234108.2655
0.08,0.33,0,0.5,0.23,132376.1543
0.89,1,1,0.5,0.13,384942.4076
0.9,0.67,1,1,1,263053.7373
0.68,0.67,0.5,1,0.2,143313.4491
0.63,1,0,1,0.35,243651.0215
0.01,0.33,0,0.5,0.92,99071.21401
0.49,1,0.5,1,0.28,195136.4857
0.34,0.33,0.5,0.5,1,152123.079
0.14,0,1,1,0.23,153507.8967
0.77,0.67,1,0,0.28,269903.2182
0.36,1,0.5,0,0.9,269235.332
0.13,1,0.5,0,0.83,198010.872
0.2,0.33,0.5,0,0.03,181526.2299
0.07,1,0,0.5,0.75,174647.2733
0.65,0.33,1,0.5,0.45,199903.6619
0.31,0.33,1,1,0.38,182848.6464
0.12,0.67,0,1,0.58,143590.3589
0.27,0.33,1,0.5,0.39,163073.8558
0.04,0.33,0.5,0,0.86,118650.6408
0.53,1,0,0,0.77,297146.278
0.25,1,0.5,0.5,0.03,189869.8103
0.57,0.33,1,0.5,0.32,264741.0665
0.67,0.33,0,0,0.35,234001.9238
0.8,0.33,1,0,0.32,378192.8219
0.16,0,0.5,0.5,0.18,222572.9795
0.48,0.33,0.5,0,0.94,236867.843
0.92,0,1,0.5,0.73,362850.425
0.34,1,0,0,0.93,179096.0871
0.19,0.67,0,0.5,0.82,166911.4831
0.69,0.67,0,1,0.15,230352.6248
0.63,0.67,0.5,1,0,316911.0673
0.82,0.67,1,0,0.32,355463.6109
0.72,1,0,1,0.06,363818.0683
0.66,0.67,0,0,0.48,265801.913
0.27,1,0,0,0.62,203684.8843
0.86,1,0,0.5,0.51,307325.2801
0.6,0.33,0,0,0.72,210371.1166
0.2,0.33,1,1,0.39,152984.2582
0.56,0.67,0.5,1,0.28,208490.3092
0.93,0.33,1,0.5,0.37,213258.1775
0.66,0,0.5,0.5,0.28,320304.5319
0.55,0,0.5,0.5,0.8,199047.9465
0.45,1,1,1,0.3,206301.8112
0.61,0.33,0.5,0,0.46,244213.3152
0.34,0.67,0.5,1,0.01,186178.5462
0.27,0.67,0.5,1,0.01,163116.4679
0.15,0,0.5,0.5,0.41,170448.4736
0.03,0.33,0,0,0.72,90646.09678
0.75,0,1,0.5,0.17,383791.5184
0.52,0.33,1,1,0.2,198972.0776
0.84,0.67,0,1,0.03,265442.5906
0.03,0,0,0,0.45,184152.1418
0.48,0.33,0,0,0.14,271045.767
0.84,0.67,1,0,0.76,324686.1142
0.85,0.33,0,1,0.28,301643.8981
0.97,0.67,1,1,0.54,346660.8217
0.75,1,0,0.5,0.89,302355.7299
0.97,1,1,0,0.54,298901.8503
0.8,0.33,0.5,1,0.68,278514.7743
0.52,0,0,0,0.76,314058.2657
0.35,0.33,0.5,0,0.69,219904.9871
0.38,1,0,0.5,0.65,179797.1756
0.24,0,1,0.5,0.58,203351.3898
0.72,1,0.5,0,0.03,214234.2743
0.41,1,0.5,0.5,0.63,160139.2281
0.44,0,0.5,1,0.56,223545.3446
0.84,0,0,0,0.51,343934.2087
0.96,1,0,1,0.86,320181.2824
0.66,0.67,0,1,0.38,206588.9522
0.09,0,0.5,1,0.08,146782.355
0.1,1,1,1,0.58,208017.6449
0.97,0,0.5,0.5,0.72,348226.4206
0.52,0,0.5,0,0.17,248528.9319
0.44,1,1,0,0.28,203659.2973
0.08,0.67,1,0,0.62,58901.76684
0.59,0.33,0.5,0.5,0.01,318595.2135
0.68,1,0.5,0.5,0.7,314338.8468
0.97,0.67,1,1,0.15,350285.6896
0.28,1,0.5,1,0.24,185282.6806
0.6,0.67,0.5,0,0.07,158513.2806
0.08,0.33,1,0.5,0.61,271920.386
0.35,0.33,0,1,0.08,238271.3922
0.36,0,0.5,0.5,0.42,265165.3291
0.81,0,0.5,0.5,0.07,289448.4914
0.8,0.33,0,1,0.75,262460.381
0.05,1,1,1,0.58,142642.5477
0.34,0.33,0,0,0.21,149157.9664
0.2,0.67,0.5,1,0.06,84877.58629
0.55,0.67,0,0,0.25,163184.606
0.63,0.67,1,1,0.7,227281.8821
0.87,0.33,0.5,1,0.48,330847.5983
0.15,0,0,0,0.08,150303.75
0.07,0.67,0.5,1,0.94,186308.0764
0.92,0.67,1,1,0.38,303367.9417
0.92,0.33,0,0,0.77,245011.443
0.44,0.67,1,1,0.85,195829.6247
0.44,0.33,0.5,0,0.89,220639.6817
0.18,0,0.5,1,0.7,165916.1947
0.27,0.67,1,0,0.37,179013.9638
0.45,0.67,0.5,0,0.73,182506.0049
0.12,0.67,1,0.5,0.82,167975.7304
0.38,0.33,1,0,0.55,237293.2425
0.62,0.33,1,0.5,0.94,124584.4646
0.89,1,0.5,0.5,0.27,275834.0888
0.03,0,1,1,0.83,80385.01438
0.37,1,0.5,0.5,1,237118.7303
0.5,1,1,0,0.15,249801.2591
0.16,1,0.5,0,0.27,196217.0468
0.52,0.33,0,1,0.58,182844.6405
0.76,0.67,1,1,0.2,278599.7293
0.6,0.67,0,0.5,0.7,241804.096
0.35,0.33,0,0,0.23,135653.6261
0.4,1,1,1,1,187772.6921
0.88,0,0,0.5,0.87,260378.5823
0.14,0.33,0,1,0.41,90098.3156
0.26,1,1,0.5,0.32,110499.1391
0.92,0.33,0,1,0.69,321345.0667
0.11,0.67,1,1,0.89,192330.3859
0.51,0.67,1,0,0.49,264296.8578
0.98,0.67,0,1,0.56,296741.7241
0.26,1,1,0.5,0.61,309653.8165
0.71,0.33,0,1,0.7,228806.8428
0.57,1,1,0.5,0.73,258376.6427
0.23,0.33,1,0,0.04,208371.7735
0.91,0,1,1,0.59,304224.5925
0.83,0.67,0,1,0.37,371548.4283
0.56,0,0.5,1,0.92,309724.9913
0.23,0.67,0,0.5,0.06,206236.7479
0.71,0,1,0.5,0.79,251214.9578
0.96,1,0,0.5,0.51,297513.4241
0.46,0.67,1,0,0.48,195173.7212
0.79,1,0.5,0,0.21,387213.1741
0.47,1,0.5,0,0.11,218601.6886
0.24,0.33,0,0,0.3,243002.3059
0.16,0.67,0,1,0.96,190331.6494
0.34,0,0.5,1,0.32,135925.964
0.35,0,0,0.5,0.18,233459.9146
0.5,0.67,1,0.5,0.07,232420.9241
0.69,0.33,1,0,0.66,252083.3212
0.38,0.67,0,0,0.54,190034.1428
0.63,1,0.5,0,0.27,250244.9926
0.56,0.33,1,1,0.3,196754.1439
0.45,1,1,0,0.8,184859.5616
0.44,0.67,1,0.5,0.46,236708.4577
0.53,0.33,1,0,0.44,249655.4882
0.04,0.67,0.5,0,0.94,130007.0587
0.19,0.67,1,0.5,0.65,4771.570194
0.71,0.33,0.5,0,0.24,238097.8008
0.79,0.33,0.5,0,0.56,297066.6611
0.18,0.67,0.5,0.5,0.28,234754.43
0.99,0,1,0.5,1,403625.0127
0.07,0.33,1,0,0.31,180203.115
0.16,0,0.5,0.5,0.8,148550.7636
0.27,0,1,1,0.23,254523.192
0.4,0,1,0.5,0.85,273518.9807
0.74,0,1,0,0.83,193372.3465
0.45,1,0.5,0.5,0.11,215091.4206
0.76,0.67,0.5,1,0.61,322234.9076
0.75,0.33,1,0.5,0.44,233920.028
0.05,0.67,1,0,0.56,149156.0671
0.05,0.67,0.5,1,0.42,73150.21694
0.43,0.67,0,1,0,176484.8989
0.47,0.67,0.5,1,0.34,200026.136
0.15,0.67,1,0,0.15,78634.8306
0.69,0.33,0,0.5,0.56,283110.1774
0.31,0.67,1,1,0.42,203780.4452
0.88,0.67,0.5,0.5,0.9,231584.2853
0.29,0.67,1,0.5,0.07,242799.1114
0.63,1,0,0.5,0.96,257908.751
0.3,0,1,0,0.77,109550.2623
0.49,1,0.5,0,0.96,211661.0961
0.81,0.67,0.5,0,0.14,346887.448
0.89,1,0.5,0.5,0.39,339718.863
0.9,0.33,0.5,0.5,0.08,283119.6123
0.54,0.33,0,0,0.38,206411.6209
0.43,0.33,1,0,0.27,214790.1803
0.48,0,1,0,0.79,267161.7623
0.36,0.33,0,0.5,0.18,214405.0972
0.08,0,1,1,0.58,157447.9572
0.16,0.33,0,0.5,0.44,135944.4584
0.88,1,0,0,0.23,386136.3476
0.95,1,0,1,0.62,386543.0235
0.55,1,0,0.5,0.38,234171.079
0.37,1,0.5,0.5,0.63,241617.1257
0.32,0,0,0,0.34,258536.6652
0.74,0.33,0,1,0.82,304590.4096
0.67,0.67,0.5,0.5,0.63,256594.9628
0.16,1,0,0.5,0.3,216452.1862
0.25,0.33,0,1,0.42,201732.2806
0.94,0.33,0.5,0.5,0.97,358352.6711
0.43,0.33,0,0,0.45,209152.1457
0.57,0.67,1,0,0.44,248566.5836
0.12,1,0,1,0.25,231975.042
0.22,0,0.5,0.5,0.03,185912.4113
0.53,0,0,1,0.35,167981.8335
0.35,0.67,0,0,0.55,122166.717
0.64,0.67,0.5,0.5,0.68,173069.1676
0.69,0,0.5,1,0.76,213240.4337
0.87,0,1,1,0.58,340005.1571
0.78,1,1,0,0.65,267846.8607
0.75,0,1,1,0.45,290690.7253
0.85,0,1,0,0.3,370570.5725
0.78,0,0.5,0.5,0.66,148380.5238
0.29,0.67,1,0,0.46,148982.2338
0.92,0,1,0.5,0.72,290056.478
0.21,0,0.5,0,0.2,140209.7128
0.98,1,0,0.5,0.82,316149.5087
0.28,0.33,0,0.5,0.77,123331.0128
0.83,0.67,0,1,0.15,260341.9931
0.59,0.67,0,0.5,0.89,257597.7003
0.49,1,0,0,0.62,227437.5469
0.8,0,0.5,0,0.14,243993.591
0.54,0.33,1,1,0.75,237402.508
0.84,1,1,1,0.48,344858.315
0.24,0.33,1,1,0.46,176401.4076
0.59,0,0,1,0.7,231375.8985
0.33,0.33,0.5,0.5,0.39,189516.429
0.08,1,0,1,0.51,166776.8621
0.11,0,0.5,1,0.68,231214.8469
0.64,0.67,0.5,0.5,0.27,290021.5765
0.71,0.33,0,0,0.61,194002.99
0.13,0,0.5,0,0.66,132214.2915
0.03,0,0,0,0.51,104876.5108
0.94,1,1,1,0.83,313422.6244
0.9,0,0.5,0.5,0.9,311531.6907
0.93,1,0.5,0,0.13,258888.1002
0.2,0.67,1,0.5,0,143732.3412
0.71,0.33,1,1,0.75,193789.5532
0.59,0.67,0.5,0,0.38,191111.2492
0.19,1,1,1,0.59,112561.1638
0.73,0.67,1,1,0.9,264651.209
0.17,0.33,0.5,1,0.08,141424.5633
1,0.67,0,1,0.13,343506.6752
0.02,0,0.5,0,0.24,92885.56522
0.04,0.33,0.5,0.5,0.17,101289.8931
0.2,0.67,0,0,0.37,205534.6107
0.73,0.33,1,0,0.31,202499.6024
0,0.67,0.5,0,0.39,85583.80092
0.46,0,1,0.5,0.18,282399.4457
0.28,1,1,1,0.15,176298.2022
0.58,0.67,0,1,0.9,178731.5612
0.07,0.33,0.5,1,0.69,61259.08121
0.09,0.67,0,0,0.31,182237.0483
0.13,1,0,0,0.66,112002.4344
0.67,0,0,0,0.51,186533.7776
0.1,0,0.5,0.5,0.51,118464.9255
0.92,1,0.5,0,0.83,328916.4557
0.35,0,0,0,0.25,199557.0586
0.53,0.67,0.5,0.5,0.34,249159.7269
0.03,0.33,0.5,0,0.61,139097.1472
0.52,0.67,1,0,0.96,269953.4788
0.49,1,1,1,0.45,192191.8304
0.67,0.67,0,1,0.14,315560.3851
0.08,0.67,0,0.5,0.85,257640.8091
0.68,1,1,0.5,0.51,264898.0838
0.45,0.33,1,1,0.18,228365.8028
0.7,0,1,0.5,0.96,278049.165
0.45,1,0.5,1,0.32,274955.678
0.4,0,1,0.5,0.93,192519.3094
0.86,0,0,1,0.77,221169.7239
0.12,1,1,0,0.03,123229.8215
0.91,0.33,1,0.5,0.24,280784.6825
0.99,1,1,0,0.24,304554.5963
0.84,1,0,0,0.69,318939.1977
0.45,0.67,0,1,0.25,232564.0606
0.59,0.67,0,0.5,0.01,245532.6123
0.39,1,0,0.5,0.83,124918.2687
0.63,0.67,1,0,0.07,261585.8805
0.74,0.33,0,0.5,0.62,290058.0226
0.94,0.67,1,0,0.34,358244.6519
0.1,0.33,1,1,0.65,60403.27041
0.75,0,0.5,0,0.8,365628.8504
0.53,0,0,1,0.97,163686.744
0.2,0.33,0,0,0.86,205974.4772
0.56,0,0.5,1,0.27,240668.1375
0.82,0.33,1,0,0.24,361932.7211
0.11,1,0,0.5,0.9,48255.88092
0.55,0.67,1,0.5,0.35,185438.9313
0.66,0,0.5,0,0.54,275787.6746
0.63,0,0,1,0.48,248385.2087
0.97,1,1,0.5,0.34,309393.5732
0.59,0.67,1,1,0.65,208296.0369
0.93,0.67,0.5,0,0.03,338001.7984
0.42,0.33,1,1,0.25,117107.4915
0.39,0,0.5,0.5,0.18,313013.3766
0.66,0.67,0.5,1,0.86,302284.1792
0.95,0,0.5,0,0.17,281328.4602
0.28,0,0,1,0.86,191531.9666
0.96,0,0.5,0.5,0.49,303962.5586
0.29,0,0,1,0.62,116317.9536
0.27,0.33,1,1,0.08,163035.3106
0.17,0.67,0,1,0.32,200534.6277
0.51,0,1,1,0.32,223511.3659
0.8,0.67,0.5,0,0.82,260216.2705
0.9,1,0,0.5,0.35,363288.5398
0.76,1,0,1,0.89,233114.1667
0.12,0.67,0,1,1,119857.3906
0.67,0.33,0.5,0.5,0.61,265501.4146
0.89,0.33,0.5,0,0.45,320310.2446
0.98,1,0,0.5,0.01,269929.6616
0.9,0,0.5,1,0.54,339785.3887
0.31,1,0.5,0,0.18,139878.4634
0.16,0,0,0,0.65,102027.5964
0.27,1,0.5,0.5,0.69,115704.6177
0.17,1,1,0.5,0.39,139018.0577
0.6,0.33,0,1,0.2,184159.6286
0.57,0.67,0.5,1,0.42,235384.5848
0.5,0.67,1,0,0.55,213688.9384
0.4,1,0,0,0.69,202289.1628
0.52,0.33,1,0,0.49,243704.906
0.61,0,0.5,0.5,0.48,234038.2776
0.97,1,1,0.5,0.42,274642.3957
0.64,0,1,1,0.06,195212.1391
0.64,0,0,0,0.99,192157.1426
0.35,0.33,0,0,0.51,109561.6789
0.21,0.33,1,1,0.27,120149.5192
0.77,0.67,1,0,0.8,280679.8326
0.54,0.33,1,0.5,0.07,234538.3262
0.4,1,0.5,0,0.82,218302.5435
0.85,1,0.5,0.5,0.52,346670.5339
0.8,0,0.5,0.5,0.77,254065.0737
0.31,0.67,0,1,0.18,141174.4003
0.81,0,0,0.5,0.07,321958.5079
0.02,0,0,0.5,0.48,96996.9561
1,0.67,0,0,0.55,403399.47
0.28,0,1,0.5,0.83,134712.3228
0.84,0.67,0,0.5,0.39,283843.9303
0.25,0,0,1,0.82,165809.2883
0.8,0,1,1,0.93,294512.6502
0.13,0.67,1,0,0.96,164124.9666
0.01,1,0.5,0,0.11,232782.9164
0.13,0,1,1,0.27,92199.07633
0.87,0,1,0,0.49,292716.6884
0.92,1,0,0,0.49,357694.4976
0.64,0.67,1,0.5,0.2,273109.2775
0.36,0.67,0.5,0,0.08,176877.1015
0.94,1,1,0,0.25,282911.2313
0.72,0.67,0.5,1,0.35,228399.575
0.25,0.33,0,0.5,0.28,163251.8838
0.51,0,1,0,0.28,223927.5546
0.14,0.67,0.5,1,0.83,76545.37049
0.98,1,0.5,0,0.35,249034.4065
0,0,0,1,0.89,101861.8244
0.76,1,1,0.5,0.24,294515.2238
0.96,0.67,0,0,0.69,327750.1835
0.61,1,0.5,1,0.07,351727.5426
0.81,1,0,0.5,0.13,329903.9549
0.33,0,0.5,0,0.21,156637.3247
0.47,0,1,1,0.85,161025.2201
0.72,0.67,0.5,0,0.45,305702.2552
0.84,1,1,0.5,0.58,278989.2165
0.03,1,0.5,0.5,0.77,91725.0247
0.12,0.67,0,0,0.01,170437.9181
0.62,1,0,1,0.59,292292.2386
0.26,1,0.5,0.5,0.89,127302.5466
0.48,1,0.5,0.5,0.69,281602.9994
0.05,1,0,1,0.59,127185.1248
0.69,0.33,0,1,0.35,195484.3108
0.46,0.67,0.5,0,0.99,231278.283
0.03,0.67,0.5,0.5,0.38,188721.5
0.52,1,0,1,0.83,234973.3592
0.1,0.67,1,0.5,0.51,111032.3264
0.91,0.33,1,1,0.59,231244.6406
0.45,1,1,0.5,0.31,176332.6724
0.11,0,1,0,0.73,132752.9451
0.03,0.33,0,1,0.96,213702.571
0.38,0,0.5,0.5,0.18,186832.6401
0.43,0.67,1,0,0.48,264011.478
0.16,0.67,0,0,0.94,178719.3978
0.54,0.67,1,0.5,0.65,304889.7503
0.52,1,0.5,0,0.87,362946.7039
0.26,0.33,0,0,0.24,220123.3791
0.92,0.33,0.5,0.5,0.44,323111.8007
0.66,1,0.5,1,0.44,328397.9279
0.71,1,0,1,0.35,323044.1494
0.49,0.67,0.5,1,0.25,239818.2364
0.57,0.33,0.5,0,0.51,236136.2362
0.5,0.67,1,0,0.15,258689.7397
0.25,0.33,0.5,0,0.49,206413.3542
0.62,1,0.5,0.5,0.52,182851.7792
0.38,0.67,0.5,1,0.99,246903.2543
0.67,0.33,1,1,0,264191.8223
0.24,1,0.5,0.5,0.2,312907.9728
0.93,0,0.5,1,0.03,296673.4221
0.96,0.67,1,0.5,0.77,262846.4768
0.43,0.33,1,0.5,0.7,197180.904
0.27,0.33,0,1,0.35,223613.9027
0.69,0.67,0,1,0.14,229930.7901
0.75,0.33,0.5,1,0.85,185948.4487
0.43,0,1,0,0.56,79308.90653
0.44,0,0,0,0.93,245405.7517
0.47,0.33,0,1,0.93,168659.1316
0.44,0.67,1,1,0.24,232481.2535
0.73,0.33,0.5,0,0.18,267729.8011
0.4,0.33,0.5,0.5,0.66,256319.4955
0.76,0,1,1,0.73,291925.3589
0.24,1,0.5,1,0.96,252869.6815
0.8,1,1,1,0.08,264896.7862
0.84,0.33,0.5,1,1,274050.9062
0.42,0.67,0,0.5,0.56,158217.9488
0.94,0,1,1,0.01,270732.8027
0.66,1,0.5,1,0.97,242939.0064
0.88,0.33,0.5,0,0.58,375692.8091
0.85,0.67,1,0,0.7,272005.4651
0.04,0,0.5,0.5,0.04,153190.7561
0.19,1,0,0,0.93,271724.6386
0.67,1,0.5,1,0.89,207156.1085
0.83,1,0,0,0.27,217468.2549
0.67,0.67,0.5,1,0.37,288590.0068
0.1,0.67,0,1,0.65,146737.6896
0.69,0.67,0,1,0.9,270580.347
0.5,0.33,0.5,1,0.42,241154.8161
0.66,0,0.5,0.5,0.63,217153.8938
0.25,0.33,1,1,0.03,221225.7009
0.58,0,0,1,0.23,248768.7538
0.27,0.67,1,0,0.58,272841.6002
0.01,1,0.5,0.5,0.3,58808.49088
0.29,0.67,1,0.5,0.56,237897.33
0.9,0.33,0,0.5,0.59,336379.1471
0.29,0.67,0,0.5,0.82,129190.648
0.51,0.67,1,1,0.15,179050.0707
0.53,0.67,0,0,0.96,313093.2575
0.06,1,1,1,0.31,133621.3486
0.06,0,0,0,0.11,48948.83935
0.74,0,1,0.5,0.08,317974.498
0.47,0.33,0.5,1,0.72,177702.7549
0.97,0,0,0,0.08,244791.5576
0.53,0.67,0,1,0.24,205000.5747
0.11,1,0,0.5,0.89,172780.7729
0.81,0.67,1,0.5,0,275937.694
0.42,0.67,0,0.5,0.63,167620.1089
0.72,0.33,0.5,0,0.01,303161.5758
0.34,0.67,0.5,0,0.18,222316.3627
0.5,0.67,0,1,0.89,257208.5738
0.13,0.33,0.5,0,0.68,77279.56657
0.97,0,0,0.5,0.03,338916.7362
0.73,0,1,0.5,0.28,253580.8758
0.31,0,1,0,0.46,275529.8458
0.7,0.33,1,0,0.72,335002.3801
0.93,0.33,0,1,0.76,265394.1527
0.15,1,1,0,0.27,46850.22025
0.49,1,0.5,0,0.52,215362.3071
0.6,0.67,0,0,0.66,291548.9922
0.82,0.67,0.5,0.5,0.2,319699.2345
0.2,0.33,1,1,0.77,169455.7802
0.69,0.33,0,1,0.11,197062.9645
0.08,1,0.5,1,0.17,127701.4773
0.91,0.67,0.5,0.5,0.44,375242.993
0.79,0.67,1,0.5,0.27,348324.61
0.01,0.67,1,0.5,0.28,108572.6509
0.04,0,0.5,1,0.37,131545.2868
0.09,1,1,0.5,0.83,43762.52395
0.5,0,0,0.5,0.2,323326.3656
0.85,0.67,0,1,0.1,312055.5375
0.4,0.33,0.5,0.5,0.83,220243.5339
0.55,1,0,0.5,0.51,294256.8035
0.42,0,0.5,0.5,0.27,97969.2587
0,0.67,0.5,0,0.72,146685.0554
0.4,0,0.5,0.5,0.13,299128.2095
0.61,0.33,0.5,0.5,0.25,183403.7185
0.26,1,1,1,0.13,238377.8485
0.03,0.33,0,0.5,0.3,137113.7567
